trip_id,driver_id,profile_type,depart,from_edge,to_edge,vehicle_type
driver_0056_trip_001,driver_0056,student,28680,194686987#1,603954445#1,private_car
driver_0112_trip_001,driver_0112,commuter,28680,443987648#1,-80912582#0,commuter
driver_0119_trip_001,driver_0119,student,28680,461382540,481045553#0,private_car
driver_0178_trip_001,driver_0178,commuter,28680,-481045543#4,576645490#0,commuter
driver_0293_trip_001,driver_0293,student,28680,585606274,455100763#1,private_car
driver_0381_trip_001,driver_0381,taxi,28680,-80912585#4,456541502,taxi
driver_0652_trip_001,driver_0652,commuter,28680,444428465#0-AddedOnRampEdge,80912578#2,commuter
driver_0731_trip_001,driver_0731,commuter,28680,-184739533#6,526242020,commuter
driver_0759_trip_001,driver_0759,commuter,28680,-444418076#1,686143525,commuter
driver_0874_trip_001,driver_0874,commuter,28680,-481045543#5,194414674#1,commuter
driver_0882_trip_001,driver_0882,commuter,28680,1037695960#1,456540544#1,commuter
driver_0996_trip_001,driver_0996,commuter,28680,427564714#1,-80912582#1,commuter
driver_0470_trip_001,driver_0470,commuter,28740,427564710#3,-1288222581#1,commuter
driver_0563_trip_001,driver_0563,commuter,28740,444014976,576651584,commuter
driver_0767_trip_001,driver_0767,commuter,28740,453040323-AddedOffRampEdge,481045555#1,commuter
driver_0782_trip_001,driver_0782,commuter,28740,250274117,-507573212#2,commuter
driver_0789_trip_001,driver_0789,student,28740,199898038#1,-441215231#1,private_car
driver_0833_trip_001,driver_0833,student,28740,-297891659#2,511478558#4,private_car
driver_0870_trip_001,driver_0870,student,28740,297891659#2,444422638#1,private_car
driver_0916_trip_001,driver_0916,commuter,28740,481045543#4,444232197,commuter
driver_0957_trip_001,driver_0957,commuter,28740,-742778602#0,511204852#0,commuter
driver_0027_trip_001,driver_0027,commuter,28800,453033846#3,520107249#0,commuter
driver_0078_trip_001,driver_0078,commuter,28800,427564710#1,550008871#4,commuter
driver_0146_trip_001,driver_0146,commuter,28800,184827126#1,1024423910#0,commuter
driver_0218_trip_001,driver_0218,taxi,28800,1050732573#2,481045532#3,taxi
driver_0249_trip_001,driver_0249,taxi,28800,243320230#4,589390785#0,taxi
driver_0254_trip_001,driver_0254,commuter,28800,444014977#1,-860062296#3,commuter
driver_0402_trip_001,driver_0402,commuter,28800,697672671,-860062296#1,commuter
driver_0531_trip_001,driver_0531,commuter,28800,450175300,624728720#0,commuter
driver_0567_trip_001,driver_0567,commuter,28800,444428464#1,541821714,commuter
driver_0972_trip_001,driver_0972,commuter,28800,-481045543#6,550008871#8,commuter
driver_0180_trip_001,driver_0180,commuter,28860,444346472#0,255645805#1,commuter
driver_0251_trip_001,driver_0251,commuter,28860,444428465#0-AddedOnRampEdge,444243640#1,commuter
driver_0296_trip_001,driver_0296,student,28860,-544809833,-184739533#6,private_car
driver_0589_trip_001,driver_0589,commuter,28860,199898701#1,334124305#1,commuter
driver_0687_trip_001,driver_0687,student,28860,443987642#0,603954443#1,private_car
driver_0050_trip_001,driver_0050,commuter,28920,-27336730#8,540756795#5,commuter
driver_0142_trip_001,driver_0142,student,28920,448282336#1,538306203#0,private_car
driver_0149_trip_001,driver_0149,commuter,28920,27336730#7,771906756#1,commuter
driver_0207_trip_001,driver_0207,commuter,28920,428012644#2,442084732#4,commuter
driver_0356_trip_001,driver_0356,commuter,28920,29140969#1,662685557#0,commuter
driver_0661_trip_001,driver_0661,student,28920,-1416525355,444419547#1,private_car
driver_0792_trip_001,driver_0792,commuter,28920,-453033846#4,-194414674#1,commuter
driver_0022_trip_001,driver_0022,taxi,28980,511204845#4,545840833#1,taxi
driver_0047_trip_001,driver_0047,commuter,28980,-441215231#0,449880708#3,commuter
driver_0305_trip_001,driver_0305,commuter,28980,427774899#0,334124304#1,commuter
driver_0414_trip_001,driver_0414,commuter,28980,542860215#0,334124304#0,commuter
driver_0811_trip_001,driver_0811,commuter,28980,1157862092#1,456384920#1,commuter
driver_0044_trip_001,driver_0044,commuter,29040,-427564714#1,442084726,commuter
driver_0223_trip_001,driver_0223,student,29040,451515434#4,949038355#2,private_car
driver_0229_trip_001,driver_0229,commuter,29040,-605357670#1,481045531#1,commuter
driver_0253_trip_001,driver_0253,commuter,29040,188248177#0,737631347#2-AddedOnRampEdge,commuter
driver_0388_trip_001,driver_0388,commuter,29040,-194686987#5,1445405479#4,commuter
driver_0456_trip_001,driver_0456,student,29040,444126139,519662330,private_car
driver_0535_trip_001,driver_0535,taxi,29040,440765420#6,442084736,taxi
driver_0552_trip_001,driver_0552,student,29040,1416525357,454892912,private_car
driver_0612_trip_001,driver_0612,commuter,29040,444014978,456382543#5,commuter
driver_0195_trip_001,driver_0195,commuter,29100,1444575946,550008871#7,commuter
driver_0491_trip_001,driver_0491,commuter,29100,453294516#0,481045556#1,commuter
driver_0493_trip_001,driver_0493,commuter,29100,453040323,440769435#0,commuter
driver_0664_trip_001,driver_0664,commuter,29100,444014978,1288222581#1,commuter
driver_0839_trip_001,driver_0839,commuter,29100,445209017#1,442010288#1,commuter
driver_0905_trip_001,driver_0905,commuter,29100,-297891659#1,481045550#1,commuter
driver_0959_trip_001,driver_0959,commuter,29100,232967180#1-AddedOnRampEdge,444243639#4,commuter
driver_0071_trip_001,driver_0071,commuter,29160,427564714#2,442010288#1,commuter
driver_0189_trip_001,driver_0189,commuter,29160,448786343,481045531#1,commuter
driver_0337_trip_001,driver_0337,commuter,29160,-428012640,646262293-AddedOffRampEdge,commuter
driver_0390_trip_001,driver_0390,taxi,29160,771906755,734144749#0,taxi
driver_0528_trip_001,driver_0528,commuter,29160,29165238#0,-456382186#1,commuter
driver_0709_trip_001,driver_0709,commuter,29160,449548999,206608466#5,commuter
driver_0745_trip_001,driver_0745,commuter,29160,184827120#3,540756795#3,commuter
driver_0176_trip_001,driver_0176,commuter,29220,1396476980,550008871#7,commuter
driver_0225_trip_001,driver_0225,commuter,29220,-585911372#0,481045532#5-AddedOffRampEdge,commuter
driver_0231_trip_001,driver_0231,commuter,29220,199898701#0,402932403#1,commuter
driver_0238_trip_001,driver_0238,commuter,29220,443987645#2,442141003,commuter
driver_0737_trip_001,driver_0737,commuter,29220,1443971168#1,536906827#1,commuter
driver_0799_trip_001,driver_0799,commuter,29220,427774900#2,1149909832#0,commuter
driver_0847_trip_001,driver_0847,commuter,29220,184739533#1,79182771#2,commuter
driver_0940_trip_001,driver_0940,commuter,29220,706685591#2,444151448#2,commuter
driver_0975_trip_001,driver_0975,commuter,29220,444126143,80912579#3,commuter
driver_0211_trip_001,driver_0211,commuter,29280,646373239#0,440897382#4-AddedOnRampEdge,commuter
driver_0373_trip_001,driver_0373,taxi,29280,860062299#0,428012644#2,taxi
driver_0410_trip_001,driver_0410,commuter,29280,444346472#1,-507573212#1,commuter
driver_0601_trip_001,driver_0601,commuter,29280,-832418849#1,737631347#1,commuter
driver_0900_trip_001,driver_0900,student,29280,457886987,441215231#0,private_car
driver_0926_trip_001,driver_0926,commuter,29280,184827120#4,456382186#1,commuter
driver_0977_trip_001,driver_0977,commuter,29280,427564710#7,-860062296#3,commuter
driver_0035_trip_001,driver_0035,commuter,29340,-427564711#0,-993462498#1,commuter
driver_0240_trip_001,driver_0240,student,29340,544809832#2,458696120#4,private_car
driver_0247_trip_001,driver_0247,commuter,29340,697672669#2,511204845#0,commuter
driver_0423_trip_001,driver_0423,commuter,29340,199896075#3,481045531#1,commuter
driver_0505_trip_001,driver_0505,commuter,29340,-194686987#0,576651576,commuter
driver_0593_trip_001,driver_0593,commuter,29340,448790075,440765420#2,commuter
driver_0610_trip_001,driver_0610,commuter,29340,453040323-AddedOffRampEdge,737631347#0,commuter
driver_0616_trip_001,driver_0616,commuter,29340,232602661#0,731817125#2,commuter
driver_0685_trip_001,driver_0685,commuter,29340,1416525358#0,526242009#1,commuter
driver_0930_trip_001,driver_0930,commuter,29340,462138644#4,440781327,commuter
driver_0629_trip_001,driver_0629,commuter,29400,-428012644#3,80912586#1,commuter
driver_0657_trip_001,driver_0657,commuter,29400,427564712#1,-80912586#9,commuter
driver_0718_trip_001,driver_0718,commuter,29400,441215231#0,-662685557#1,commuter
driver_0836_trip_001,driver_0836,commuter,29400,-605357670#3,541821717#1,commuter
driver_0879_trip_001,driver_0879,commuter,29400,443987640#3,442085401#0,commuter
driver_0890_trip_001,driver_0890,student,29400,646373239#1,102592295#1,private_car
driver_0991_trip_001,driver_0991,commuter,29400,427564710#6,-541821720#0,commuter
driver_0994_trip_001,driver_0994,commuter,29400,-27336785#0,206608466#3,commuter
driver_0042_trip_001,driver_0042,commuter,29460,706690146#0,1172199237#2,commuter
driver_0140_trip_001,driver_0140,commuter,29460,832418849#1,440765420#3,commuter
driver_0359_trip_001,driver_0359,commuter,29460,-29140969#1,456382543#3,commuter
driver_0386_trip_001,driver_0386,commuter,29460,29140969#5,440769437,commuter
driver_0537_trip_001,driver_0537,commuter,29460,194686980,541821720#2,commuter
driver_0040_trip_001,driver_0040,student,29520,-481045543#5,538306202#3,private_car
driver_0083_trip_001,driver_0083,student,29520,-706690145#1,102596674,private_car
driver_0092_trip_001,driver_0092,student,29520,706690146#1,454892912,private_car
driver_0241_trip_001,driver_0241,commuter,29520,1416525358#0,-80912589#1,commuter
driver_0544_trip_001,driver_0544,commuter,29520,453033846#3,444351852#2,commuter
driver_0590_trip_001,driver_0590,commuter,29520,1416525358#0,-860062296#1,commuter
driver_0592_trip_001,driver_0592,commuter,29520,448790076,80912586#4,commuter
driver_0744_trip_001,driver_0744,taxi,29520,1340165295#1,428012644#2,taxi
driver_0771_trip_001,driver_0771,student,29520,987053806,458696110#0,private_car
driver_0822_trip_001,driver_0822,commuter,29520,-184739533#8,576651582,commuter
driver_0883_trip_001,driver_0883,commuter,29520,605357670#3,233809679-AddedOffRampEdge,commuter
driver_0988_trip_001,driver_0988,commuter,29520,-427564710#2,-496009994#3,commuter
driver_0098_trip_001,driver_0098,student,29580,904676303,538306203#0,private_car
driver_0141_trip_001,driver_0141,commuter,29580,-585911372#1,449880708#1,commuter
driver_0233_trip_001,driver_0233,student,29580,987053806,428012631,private_car
driver_0319_trip_001,driver_0319,commuter,29580,29140969#7,458696120#1,commuter
driver_0325_trip_001,driver_0325,commuter,29580,816423085#1,-520107249#0,commuter
driver_0615_trip_001,driver_0615,student,29580,444126141,-511478558#0,private_car
driver_0848_trip_001,driver_0848,commuter,29580,27336730#6,-993462498#3,commuter
driver_0934_trip_001,driver_0934,commuter,29580,232602661#1,520107249#4,commuter
driver_0057_trip_001,driver_0057,commuter,29640,194686987#0,624728710#2,commuter
driver_0167_trip_001,driver_0167,commuter,29640,443984222,541821717#3,commuter
driver_0279_trip_001,driver_0279,commuter,29640,-605357670#1,442084732#2,commuter
driver_0435_trip_001,driver_0435,commuter,29640,427564710#4,255645805#0,commuter
driver_0473_trip_001,driver_0473,commuter,29640,-27336785#0,526242013#0,commuter
driver_0495_trip_001,driver_0495,commuter,29640,184739533#1,-80912582#0,commuter
driver_0623_trip_001,driver_0623,commuter,29640,-834929374#1,-536328372#0,commuter
driver_0659_trip_001,driver_0659,commuter,29640,232602663#0,188246611#0,commuter
driver_0710_trip_001,driver_0710,commuter,29640,542860215#0,1172199237#1,commuter
driver_0740_trip_001,driver_0740,commuter,29640,-832418849#2,731817125#2,commuter
driver_0790_trip_001,driver_0790,commuter,29640,29140969#7,-80912579#2,commuter
driver_0969_trip_001,driver_0969,student,29640,697672669#1,102592295#1,private_car
driver_0117_trip_001,driver_0117,commuter,29700,27336730#4,440881636#0,commuter
driver_0136_trip_001,driver_0136,commuter,29700,-194686987#1,444151453,commuter
driver_0259_trip_001,driver_0259,commuter,29700,29165238#3,1304889164,commuter
driver_0396_trip_001,driver_0396,commuter,29700,605357670#2,1050732573#2,commuter
driver_0403_trip_001,driver_0403,commuter,29700,444126141,-520107249#4,commuter
driver_0409_trip_001,driver_0409,student,29700,-734144754#0,440781327,private_car
driver_0500_trip_001,driver_0500,commuter,29700,697672669#1,624728718#0,commuter
driver_0640_trip_001,driver_0640,commuter,29700,29165238#1,440765420#3,commuter
driver_0837_trip_001,driver_0837,taxi,29700,444151457#1,-1050732573#4,taxi
driver_0842_trip_001,driver_0842,taxi,29700,440769417,550008867#5,taxi
driver_0980_trip_001,driver_0980,commuter,29700,453033846#4,233809684-AddedOffRampEdge,commuter
driver_0172_trip_001,driver_0172,student,29760,897550986,233932484#0-AddedOffRampEdge,private_car
driver_0276_trip_001,driver_0276,commuter,29760,-29140969#2,194345861,commuter
driver_0313_trip_001,driver_0313,commuter,29760,188248177#1,550008871#8,commuter
driver_0503_trip_001,driver_0503,commuter,29760,544809833,45838048#3,commuter
driver_0807_trip_001,driver_0807,student,29760,-832418849#1,-511478558#1,private_car
driver_0120_trip_001,driver_0120,commuter,29820,-184739533#2,-80912579#5,commuter
driver_0143_trip_001,driver_0143,commuter,29820,29165238#3,-519662802#10,commuter
driver_0161_trip_001,driver_0161,commuter,29820,184827120#2,442016280#3,commuter
driver_0193_trip_001,driver_0193,commuter,29820,444126137,449880708#3,commuter
driver_0339_trip_001,driver_0339,commuter,29820,233932483,442085401#1,commuter
driver_0366_trip_001,driver_0366,student,29820,199896075#1,550008874#1,private_car
driver_0587_trip_001,driver_0587,commuter,29820,188248177#1,440771230#5,commuter
driver_0748_trip_001,driver_0748,student,29820,686139777,-27336730#1,private_car
driver_0754_trip_001,driver_0754,commuter,29820,199896075#4,441997994,commuter
driver_0763_trip_001,driver_0763,taxi,29820,444243639#0,-605357670#1,taxi
driver_0809_trip_001,driver_0809,student,29820,232602661#0-AddedOffRampEdge,526242009#2,private_car
driver_0967_trip_001,driver_0967,commuter,29820,-481045543#7,540756795#3,commuter
driver_0282_trip_001,driver_0282,commuter,29880,462138644#3,624728718#1,commuter
driver_0408_trip_001,driver_0408,commuter,29880,605357670#3,-80912585#4,commuter
driver_0758_trip_001,driver_0758,commuter,29880,834929374#0,731817124#1,commuter
driver_0769_trip_001,driver_0769,commuter,29880,453038175,440769414,commuter
driver_0923_trip_001,driver_0923,student,29880,443987647#0,456703473#1,private_car
driver_0101_trip_001,driver_0101,commuter,29940,-232602658#0,-45838048#4,commuter
driver_0162_trip_001,driver_0162,student,29940,1462151557-AddedOffRampEdge,441943777,private_car
driver_0179_trip_001,driver_0179,commuter,29940,233337676,188246607,commuter
driver_0379_trip_001,driver_0379,commuter,29940,194686987#0,440769426#1,commuter
driver_0511_trip_001,driver_0511,commuter,29940,832418844,-519662802#9,commuter
driver_0693_trip_001,driver_0693,taxi,29940,449880708#7,457886991,taxi
driver_0131_trip_001,driver_0131,commuter,30000,427564710#4,440771238,commuter
driver_0198_trip_001,driver_0198,commuter,30000,-184739533#6,-993462498#1,commuter
driver_0264_trip_001,driver_0264,commuter,30000,199898701#0,79182771#3,commuter
driver_0291_trip_001,driver_0291,commuter,30000,444126143,440769435#0,commuter
driver_0431_trip_001,driver_0431,commuter,30000,706690145#1,450614678#2,commuter
driver_0507_trip_001,driver_0507,commuter,30000,466643172,1172199237#1,commuter
driver_0548_trip_001,driver_0548,commuter,30000,232967180#1-AddedOnRampEdge,-1288222582#0,commuter
driver_0654_trip_001,driver_0654,commuter,30000,427564710#2,-80912589#2,commuter
driver_0753_trip_001,driver_0753,commuter,30000,-427564711#1,456382543#5,commuter
driver_0783_trip_001,driver_0783,taxi,30000,-102831329#0,-1288222582#0,taxi
driver_0812_trip_001,driver_0812,commuter,30000,27336730#6,576651576,commuter
driver_0873_trip_001,driver_0873,commuter,30000,427564712#0,-624728719#3,commuter
driver_0383_trip_001,driver_0383,commuter,30060,448786343,80912586#5,commuter
driver_0400_trip_001,driver_0400,commuter,30060,462138644#3,102596672#1,commuter
driver_0455_trip_001,driver_0455,commuter,30060,-706690145#2,-206608466#1,commuter
driver_0460_trip_001,driver_0460,commuter,30060,-1416525356#1,-456382186#1,commuter
driver_0646_trip_001,driver_0646,commuter,30060,448282334,442085401#0,commuter
driver_0684_trip_001,driver_0684,commuter,30060,832418849#3,-206608466#10,commuter
driver_0818_trip_001,driver_0818,commuter,30060,443987645#3,-624728719#5,commuter
driver_0828_trip_001,driver_0828,commuter,30060,428012644#2,444151448#2,commuter
driver_0897_trip_001,driver_0897,commuter,30060,29165238#3,624728720#3,commuter
driver_0990_trip_001,driver_0990,commuter,30060,837413666,550008869,commuter
driver_0024_trip_001,driver_0024,commuter,30120,448282336#0,440769435#0,commuter
driver_0052_trip_001,driver_0052,commuter,30120,453038175,441997995#0,commuter
driver_0169_trip_001,driver_0169,commuter,30120,441215234,-1050732573#4,commuter
driver_0263_trip_001,driver_0263,commuter,30180,445014534,79182771#3,commuter
driver_0288_trip_001,driver_0288,commuter,30180,444418083,440771230#5,commuter
driver_0384_trip_001,driver_0384,commuter,30180,542860215#2,481045527#0,commuter
driver_0518_trip_001,driver_0518,commuter,30180,27336730#6,-519662802#4,commuter
driver_0638_trip_001,driver_0638,commuter,30180,-1037695960#1,45838048#3,commuter
driver_0881_trip_001,driver_0881,commuter,30180,-184739533#8,-541821717#3,commuter
driver_0094_trip_001,driver_0094,commuter,30240,233932478,255645805#0,commuter
driver_0406_trip_001,driver_0406,commuter,30240,445209017#1,-536328372#0,commuter
driver_0543_trip_001,driver_0543,commuter,30240,448282336#0,545840833#0,commuter
driver_0714_trip_001,driver_0714,commuter,30240,1092152287#0,541821717#2,commuter
driver_0813_trip_001,driver_0813,commuter,30240,427564714#1,540756795#1,commuter
driver_0826_trip_001,driver_0826,commuter,30240,520107251#1,-519662802#1,commuter
driver_0909_trip_001,driver_0909,commuter,30240,453040323-AddedOffRampEdge,449860491#3,commuter
driver_0919_trip_001,driver_0919,taxi,30240,80912585#3,858600107#1,taxi
driver_0955_trip_001,driver_0955,commuter,30240,-585911372#1,206608466#7,commuter
driver_0137_trip_001,driver_0137,commuter,30300,444014975#1,206608466#9,commuter
driver_0317_trip_001,driver_0317,commuter,30300,1092152287#2,442084728#0-AddedOnRampEdge,commuter
driver_0522_trip_001,driver_0522,commuter,30300,428012644#3,520107249#5,commuter
driver_0728_trip_001,driver_0728,commuter,30300,544809834#1,576645486,commuter
driver_0888_trip_001,driver_0888,commuter,30300,427774899#1,-194414674#1,commuter
driver_0085_trip_001,driver_0085,commuter,30360,837413666,481045531#3,commuter
driver_0091_trip_001,driver_0091,commuter,30360,1092152287#1,-624728719#6,commuter
driver_0113_trip_001,driver_0113,commuter,30360,448282336#0,519662333,commuter
driver_0191_trip_001,driver_0191,commuter,30360,448280093,520107249#4,commuter
driver_0378_trip_001,driver_0378,commuter,30360,443987645#2,458696110#3,commuter
driver_0418_trip_001,driver_0418,commuter,30360,444418083,-80912580#2,commuter
driver_0512_trip_001,driver_0512,commuter,30360,706685591#1,442085400#0,commuter
driver_0712_trip_001,driver_0712,taxi,30360,-519662802#3,442084731,taxi
driver_0858_trip_001,driver_0858,commuter,30360,-453033846#3,441997994,commuter
driver_0059_trip_001,driver_0059,commuter,30420,-184739533#2,526242009#0,commuter
driver_0428_trip_001,driver_0428,commuter,30420,441215233#1,-80912586#0,commuter
driver_0475_trip_001,driver_0475,commuter,30420,686139777,719556535,commuter
driver_0494_trip_001,driver_0494,commuter,30420,544809833,-507573212#2,commuter
driver_0571_trip_001,driver_0571,taxi,30420,102831329#2,27318126#0,taxi
driver_0599_trip_001,driver_0599,commuter,30420,199898702,-80912586#0,commuter
driver_0806_trip_001,driver_0806,commuter,30420,-1030848735#0,442014420#1,commuter
driver_0925_trip_001,driver_0925,taxi,30420,-102831329#1,448790075,taxi
driver_0009_trip_001,driver_0009,commuter,30480,-194686980,102596672#0,commuter
driver_0051_trip_001,driver_0051,commuter,30480,-706690146#0,45838048#8,commuter
driver_0474_trip_001,driver_0474,commuter,30480,443987648#4,1172199237#2,commuter
driver_0079_trip_001,driver_0079,commuter,30540,199898038#0,449825089,commuter
driver_0153_trip_001,driver_0153,commuter,30540,832418849#3,255645805#1-AddedOnRampEdge,commuter
driver_0232_trip_001,driver_0232,commuter,30540,444014975#1,374048528,commuter
driver_0488_trip_001,driver_0488,taxi,30540,444151447#3,995559506,taxi
driver_0529_trip_001,driver_0529,commuter,30540,832418841#1,1149909833,commuter
driver_0816_trip_001,driver_0816,commuter,30540,-453033846#3,80912587#1,commuter
driver_0862_trip_001,driver_0862,commuter,30540,-834929374#0,442085401#1,commuter
driver_0961_trip_001,driver_0961,taxi,30540,-80912589#3,481045531#3,taxi
driver_0985_trip_001,driver_0985,taxi,30540,520107249#0,206608466#1,taxi
driver_0245_trip_001,driver_0245,commuter,30600,444428464#0,1304889164,commuter
driver_0284_trip_001,driver_0284,commuter,30600,-1446926762,334124304#0,commuter
driver_0965_trip_001,driver_0965,commuter,30600,450175546#0,456541502,commuter
driver_0981_trip_001,driver_0981,commuter,30600,-427564710#1,1050732573#2,commuter
driver_0163_trip_001,driver_0163,commuter,30660,444418081#0,206608466#5,commuter
driver_0299_trip_001,driver_0299,commuter,30660,742778602#1,624728713#0,commuter
driver_0376_trip_001,driver_0376,commuter,30660,450175546#0,-80912579#4,commuter
driver_0834_trip_001,driver_0834,commuter,30660,544809833,334124305#1,commuter
driver_0853_trip_001,driver_0853,commuter,30660,646373239#1,80912582#1,commuter
driver_0931_trip_001,driver_0931,commuter,30660,1396476980,442084733#0,commuter
driver_0096_trip_001,driver_0096,commuter,30720,-1037695960#1,449825091,commuter
driver_0289_trip_001,driver_0289,commuter,30720,453033846#1,458696120#1,commuter
driver_0407_trip_001,driver_0407,commuter,30720,232602661#0-AddedOffRampEdge,188246591#1,commuter
driver_0557_trip_001,driver_0557,commuter,30720,-427564710#1,456382186#2,commuter
driver_0572_trip_001,driver_0572,commuter,30720,-27336730#8,456540544#2,commuter
driver_0743_trip_001,driver_0743,commuter,30720,453294515,-496009994#4,commuter
driver_0797_trip_001,driver_0797,commuter,30720,-427564714#2,541821721#0,commuter
driver_0069_trip_001,driver_0069,commuter,30780,453040322,973996978,commuter
driver_0102_trip_001,driver_0102,taxi,30780,442084726,428012644#0,taxi
driver_0114_trip_001,driver_0114,commuter,30780,-29140969#6,1445405479#4,commuter
driver_0126_trip_001,driver_0126,commuter,30780,-832418849#2,442087559,commuter
driver_0415_trip_001,driver_0415,commuter,30780,466643171#1,576651580,commuter
driver_0534_trip_001,driver_0534,commuter,30780,-199898702,442085401#1,commuter
driver_0560_trip_001,driver_0560,commuter,30780,520107251#0,440897034,commuter
driver_0012_trip_001,driver_0012,commuter,30840,453033846#2,80912587#1,commuter
driver_0294_trip_001,driver_0294,commuter,30840,444428465#0-AddedOnRampEdge,624728718#1,commuter
driver_0312_trip_001,driver_0312,commuter,30840,199896075#3,576645490#1,commuter
driver_0502_trip_001,driver_0502,commuter,30840,184827120#3,442087558#2,commuter
driver_0913_trip_001,driver_0913,commuter,30840,706685591#0,-993462498#2,commuter
driver_0920_trip_001,driver_0920,taxi,30840,576645478#1,481045545#0,taxi
driver_0945_trip_001,driver_0945,commuter,30840,1005131460,449825089,commuter
driver_0067_trip_001,driver_0067,commuter,30900,-1416525355,-860062296#1,commuter
driver_0105_trip_001,driver_0105,commuter,30900,184739533#6,80912586#1,commuter
driver_0186_trip_001,driver_0186,commuter,30900,605357670#1,440881636#3,commuter
driver_0397_trip_001,driver_0397,commuter,30900,-734144753#1,-80912582#1,commuter
driver_0691_trip_001,driver_0691,taxi,30900,-993462498#2,29165179,taxi
driver_0706_trip_001,driver_0706,commuter,30900,1157862092#1,526242013#1,commuter
driver_0719_trip_001,driver_0719,commuter,30900,734144751#2,-45838048#3,commuter
driver_0889_trip_001,driver_0889,commuter,30900,-520107251#0,442084725#0,commuter
driver_0933_trip_001,driver_0933,commuter,30900,453040323-AddedOffRampEdge,-206608466#0,commuter
driver_0043_trip_001,driver_0043,commuter,30960,-29140969#2,519662802#5,commuter
driver_0624_trip_001,driver_0624,commuter,30960,1416525352,-993462498#1,commuter
driver_0635_trip_001,driver_0635,commuter,30960,427564710#0,456382543#5,commuter
driver_0721_trip_001,driver_0721,commuter,30960,441215233#1,-206608466#10,commuter
driver_0773_trip_001,driver_0773,commuter,30960,444014975#1,444351851,commuter
driver_0841_trip_001,driver_0841,commuter,30960,-1037695960#1,444151449,commuter
driver_0089_trip_001,driver_0089,commuter,31020,427774899#1,481045531#0,commuter
driver_0258_trip_001,driver_0258,commuter,31020,199898701#0,-80912578#2,commuter
driver_0739_trip_001,driver_0739,commuter,31020,-585911372#1,475299606#0,commuter
driver_0880_trip_001,driver_0880,commuter,31020,-605357669,-440771230#7,commuter
driver_0927_trip_001,driver_0927,commuter,31020,427564710#6,481045553#1,commuter
driver_0277_trip_001,driver_0277,commuter,31080,520107251#0,-519662802#10,commuter
driver_0358_trip_001,driver_0358,commuter,31080,444014977#3,719556535,commuter
driver_0481_trip_001,driver_0481,commuter,31080,457886987,456540544#1,commuter
driver_0540_trip_001,driver_0540,commuter,31080,444126137,519662802#4,commuter
driver_0779_trip_001,driver_0779,commuter,31080,544809834#0,206608466#1,commuter
driver_0780_trip_001,driver_0780,commuter,31080,-427564710#1,80912586#4,commuter
driver_0204_trip_001,driver_0204,commuter,31140,27336730#6,188246591#1,commuter
driver_0266_trip_001,driver_0266,taxi,31140,-541821717#0,440771230#3,taxi
driver_0578_trip_001,driver_0578,commuter,31140,453294516#2,440765420#4,commuter
driver_0699_trip_001,driver_0699,commuter,31140,-428012631,440769414,commuter
driver_0808_trip_001,driver_0808,commuter,31140,444126136,442084725#1,commuter
driver_0942_trip_001,driver_0942,commuter,31140,-605357670#4,686143527,commuter
driver_0014_trip_001,driver_0014,commuter,31200,450175546#1,624728718#0,commuter
driver_0399_trip_001,driver_0399,taxi,31200,102596672#0,-993462498#3,taxi
driver_0462_trip_001,driver_0462,commuter,31200,-428012644#2,-80912586#9,commuter
driver_0586_trip_001,driver_0586,commuter,31200,1416525357,-860062296#1,commuter
driver_0668_trip_001,driver_0668,commuter,31200,184827120#4,456382543#3,commuter
driver_0720_trip_001,driver_0720,commuter,31200,-742778601#1,440769435#0,commuter
driver_0760_trip_001,driver_0760,commuter,31200,-194686987#5,-80912579#4,commuter
driver_0155_trip_001,driver_0155,commuter,31260,250273756,481045532#6,commuter
driver_0159_trip_001,driver_0159,commuter,31260,1157862092#1,-1050732573#1,commuter
driver_0290_trip_001,driver_0290,commuter,31260,1373650660#0,80912579#5,commuter
driver_0364_trip_001,driver_0364,commuter,31260,832418849#2,-1024423910#3,commuter
driver_0420_trip_001,driver_0420,commuter,31260,453033846#3,-860062296#2,commuter
driver_0671_trip_001,driver_0671,commuter,31260,923953844#1,-496009994#3,commuter
driver_0686_trip_001,driver_0686,commuter,31260,428012644#1,481045553#1,commuter
driver_0838_trip_001,driver_0838,commuter,31260,-605357669,1443036962#1,commuter
driver_0188_trip_001,driver_0188,commuter,31320,742778600#4,440769442#0,commuter
driver_0354_trip_001,driver_0354,commuter,31320,734144753#1,206608466#5,commuter
driver_0598_trip_001,driver_0598,commuter,31320,624720033,737631347#2-AddedOnRampEdge,commuter
driver_0984_trip_001,driver_0984,commuter,31320,-605357670#1,-45838048#3,commuter
driver_0372_trip_001,driver_0372,taxi,31380,-928808171#0,442087558#1,taxi
driver_0385_trip_001,driver_0385,commuter,31380,938371854,993462498#1,commuter
driver_0636_trip_001,driver_0636,commuter,31380,475301477,-45838048#5,commuter
driver_0028_trip_001,driver_0028,commuter,31440,29140969#1,481045532#6,commuter
driver_0160_trip_001,driver_0160,commuter,31440,-427774900#0,440769440#0,commuter
driver_0213_trip_001,driver_0213,commuter,31440,29140969#2,860062296#2,commuter
driver_0348_trip_001,driver_0348,commuter,31440,453294515,624728720#1,commuter
driver_0561_trip_001,driver_0561,commuter,31440,233337676,440769414-AddedOnRampEdge,commuter
driver_0643_trip_001,driver_0643,taxi,31440,194344105#1,993462493#1,taxi
